"n","p_setting","p_rel_friend","p_rel_auth","p_stakes","p_q1q2","r_retest","icc_reword","scenario"
20,0.241711881387725,0.00701575882453665,0.245416285956642,0.0338560347121478,2.42189234817988e-08,0.956354159411033,0.751915043635355,"medium"
20,0.0386220928074911,0.00181481097981762,0.254923435494424,0.0300849307045503,8.42086299514008e-07,0.92729528718399,0.684323690507936,"medium"
20,0.0777532494763806,0.35000286776138,0.0403468939597065,0.00713473652397136,4.88597063293576e-05,0.952803805517579,0.597457627237689,"medium"
20,0.442685924004712,0.208527102353072,0.0728903543115454,0.109511963542998,1.4774616011912e-05,0.927218448686463,0.515156202253143,"medium"
20,1.23144859635625e-06,0.0163139734080836,0.0715982280323353,0.444925477008098,0.000147608504916751,0.957911250503497,0.619777431655316,"medium"
20,6.63182931921688e-05,0.057366476656053,0.630591978150139,0.39344230361462,1.69168244799998e-09,0.971806878867454,0.597944377378605,"medium"
20,0.0345177328512029,0.0976545106707976,0.245225654026602,0.203933909051505,4.98921406399656e-07,0.9509919419579,0.583000798147126,"medium"
20,0.0256868057184419,0.0115870885989811,0.0625267759331764,0.385160376884859,2.51629711264231e-05,0.931816787439968,0.767915308059425,"medium"
20,0.0234392133915891,0.262204625760048,0.0681037146825341,0.382339586130677,1.1787092744239e-05,0.940710802586009,0.56205673840082,"medium"
20,0.0849959654189762,0.449978747012275,0.742700914824893,0.252879249834908,0.000364206892901107,0.936517100198376,0.610308547193178,"medium"
20,0.0529034385839629,0.00030424779765552,0.322912281561932,0.489893855548463,1.66163233933201e-06,0.949535748130911,0.703929539339558,"medium"
20,0.0148113885138694,0.0229917012057795,0.00390279109266825,0.235001773737165,1.39045316650107e-06,0.946488326672099,0.849069449724174,"medium"
20,0.000593988893773304,0.0419058867601133,0.218181696722116,0.699045991718033,2.25410625247131e-11,0.972210501113407,0.622621786118987,"medium"
20,0.0104682640858238,0.0524768797238407,0.0650560948364798,0.0113486053160207,2.86229109728801e-08,0.957680156831055,0.71439616997798,"medium"
20,0.216919482782175,0.0426135254147041,0.240254751016824,0.923411883308601,8.40103584946716e-05,0.924239503465782,0.722435798826136,"medium"
20,0.00838790694161816,0.0691567591112114,0.311144572027838,0.00103391276117024,2.46237899645493e-08,0.952049020171626,0.511747430315628,"medium"
20,0.00250245456712319,0.00173368973779833,0.13459990873968,0.0598678466879749,1.98558857724243e-07,0.958822410654714,0.723058117446392,"medium"
20,0.0725696478602107,0.442628407991834,0.000233108692775671,0.0315478167330128,6.34887213847706e-06,0.960315162028836,0.746328438344355,"medium"
20,7.95932507728307e-07,0.0395793603013216,0.0552906801998512,0.0742501211696457,2.1134016452049e-06,0.971428956755778,0.549260404235814,"medium"
20,0.0131674249907428,0.00106177626850112,0.0404793286756774,0.742260044400435,1.74463148151884e-07,0.961180951323136,0.732261294475413,"medium"
20,3.01311756519014e-05,0.00212232426546522,0.512208313099058,0.166222706997534,1.28991150654842e-06,0.939935585902365,0.650486587324364,"medium"
20,0.00330185632604666,0.000612178751990479,0.0668965970006834,0.148005192203352,5.68594835456328e-06,0.948516088661939,0.71573907880946,"medium"
20,4.28958409503591e-05,0.165669589558799,0.640568712796933,0.0220689867338326,4.87089895301027e-05,0.955084863253514,0.591300191787512,"medium"
20,0.00957348503152585,0.0807230510495548,0.0296208664301072,0.282022610189847,3.45137021076508e-06,0.949536527654843,0.67436976365562,"medium"
20,0.403899878270276,0.030983233375357,0.211123485342484,0.0611598341348164,2.86598326806916e-05,0.947632988184928,0.661666319736279,"medium"
20,0.00277343540645846,0.0268475463177246,0.104286170543267,0.0697996212197876,1.62096332435351e-07,0.951368925389624,0.731334841582252,"medium"
20,0.00408683775614137,0.00366562216675835,0.547932899605069,0.209904603434618,0.000255143692928203,0.933919236766765,0.666191845618969,"medium"
20,0.0171683637496717,0.0143286859419305,0.611928702703344,0.650349647165521,3.69720352857872e-09,0.949302067211129,0.412341580594385,"medium"
20,0.00114639324719643,0.711785438620998,0.711785438621205,0.0140270567623105,2.12320261446199e-06,0.960562806649452,0.690035273267832,"medium"
20,0.190386952042248,0.00199201213966938,0.869294346133601,0.0216175147449995,6.34045167997998e-09,0.955359245161261,0.560882196401439,"medium"
20,0.0888974293226787,0.979112992842059,0.00188500904488437,0.122392465824744,9.42983256790333e-07,0.972454228764818,0.73375248325913,"medium"
20,0.859372117537088,0.107536160572902,0.00153377629335543,0.0962661733307256,7.46947393204302e-07,0.972665967593384,0.581931144170922,"medium"
20,0.00693247065960279,0.00491288201823271,0.0225750576962037,0.533693687301141,0.00010765359155327,0.954200430075589,0.632495164639521,"medium"
20,0.00367013758503671,9.82256800354705e-05,0.456898386886886,0.305837493944534,5.6321498548633e-06,0.984351364039435,0.757240204508933,"medium"
20,0.281623955263581,0.00690665000693988,0.467379270217671,0.0104232542338731,7.1370843201587e-06,0.947326355779261,0.745405821267126,"medium"
20,0.0121562508995545,0.256138033842003,0.0554886821524568,0.70814570487675,0.00052636996862156,0.959825995008839,0.72053842053601,"medium"
20,0.00136819391584907,0.00197653007085899,0.405474176133181,0.0454519653952156,4.49403743341716e-07,0.97117626400223,0.603064067025561,"medium"
20,0.00295201895334822,0.210273274819259,0.021176221272016,0.799362162784406,1.15882983416358e-09,0.934882769198941,0.758771939427401,"medium"
20,0.139173314304645,4.97099436965728e-06,0.612185371079273,0.0327780046546384,4.76073031255064e-05,0.953908318917777,0.621669871011676,"medium"
20,0.00456340225837126,0.0585468134362872,0.580054241291525,0.0409571606509669,1.76149998796952e-09,0.945151987166245,0.5954692569249,"medium"
20,0.342371823692947,0.0292432256145916,0.757370932137416,0.481249864124596,2.85521278501828e-06,0.960364919476729,0.677678571408645,"medium"
20,0.0268634069668276,0.235232978587172,0.118938287123584,0.204550770931589,1.39593144613161e-06,0.946963196995929,0.726749762873714,"medium"
20,0.00742611194190207,0.0515319361806893,0.130378239945425,0.00349094843819362,2.75817473136873e-06,0.922561653466405,0.527206367469557,"medium"
20,0.00679975496022727,0.0234646753199541,0.99999999999983,6.122671213638e-05,1.53122100126383e-09,0.957295519121465,0.62301587312611,"medium"
20,0.10648348356687,0.00491292130002928,0.759775851931754,0.42218413935926,8.46327374793907e-08,0.954459484524179,0.633325985858263,"medium"
20,0.182117350631225,0.00759429148571695,0.381006949038547,0.803478615983132,3.68686346229386e-08,0.917135258406614,0.750819672148792,"medium"
20,0.0238461666690914,0.0166340602712302,0.252420025135382,0.364734360117578,2.3047656521787e-06,0.938550591477923,0.715899650465406,"medium"
20,0.0211546674201087,0.189936190027638,0.0232837266833434,0.030722226202596,4.96231057453863e-07,0.950792111036016,0.590366975207217,"medium"
20,0.106267556632933,0.0025182822110943,0.911097694933254,0.103466343031184,1.10238702402101e-09,0.929972403623336,0.652862363011803,"medium"
20,0.00312649631928906,0.00474965611802154,0.570037322572708,0.563432623603789,6.5886922863909e-08,0.934870105427035,0.650866953724562,"medium"
20,0.000931111394591071,0.0160114378308641,0.0340896260396584,0.0131774080436081,6.58933026307362e-08,0.929806316945116,0.672852498754348,"medium"
20,0.511456040530053,0.266681009119975,0.309422601822545,0.185335965941883,4.41581587622171e-05,0.961882671819869,0.639310748036582,"medium"
20,2.54411268423402e-05,0.0257381765143662,0.132044495898877,0.290775514599328,7.90132461441641e-05,0.953357913686983,0.50012528101004,"medium"
20,0.0429121080717082,0.458102055046973,0.00534372326708435,0.829659339943445,8.90548114871872e-07,0.964427239488174,0.714837048274982,"medium"
20,0.0242193839392231,0.314241166281384,0.147973031464707,0.466804546671923,1.04719890006928e-06,0.940870760105324,0.589911193561898,"medium"
20,0.00757500103144862,0.00709541822961107,0.740704306005901,0.00618589048782332,1.3581427598373e-06,0.972513158702941,0.554940374909119,"medium"
20,0.0887340542756552,0.00366885727776017,0.806667449937953,0.755969945146826,5.32302419321088e-08,0.96375250496516,0.740402559270877,"medium"
20,0.804142497662558,0.10632787225556,0.00255702584090577,0.0114891317076449,2.57585102825569e-05,0.912611790224387,0.649505285289367,"medium"
20,0.0349431646786069,0.041024632598806,0.278515746048812,0.0692978107520391,3.39104260917228e-07,0.928807150460885,0.524524527253594,"medium"
20,0.230804953165837,0.403751753908684,0.101635946566046,0.0818311353821456,6.53543217373016e-07,0.937320465754638,0.763303080456232,"medium"
20,0.273312479019111,0.0513577905598321,0.587180675124456,0.540272815348554,0.000504664612023636,0.938200058508081,0.735498840032053,"medium"
20,0.00261204950729753,0.18128424590748,0.0423883103096199,0.652856422069067,1.18917273990977e-07,0.957853330970776,0.766603274117794,"medium"
20,0.677949801581251,0.0185526765602585,0.292599159255134,0.296529050728723,7.06993160166276e-08,0.960818675894255,0.746376811767502,"medium"
20,0.0104067532514418,0.142422515985572,0.109338950675871,0.00849279832372534,1.03899131479782e-05,0.95517293986167,0.665740753504785,"medium"
20,0.00406085178895249,0.645116073944868,0.193558638689317,0.116328213712062,4.52797681075213e-08,0.960011589542694,0.764851494240871,"medium"
20,0.0775212417961617,0.0030577968851369,0.1316520002644,0.0240663294568044,1.65987998752026e-09,0.933614931225902,0.585354025798964,"medium"
20,0.00220570990094825,0.144364417453638,0.0874441236623964,0.0527382527151895,1.81637268805155e-08,0.969945551966196,0.692821724767748,"medium"
20,0.0819423534010951,0.00141429041209026,0.481912439589989,0.00507789664311495,1.32899601834921e-08,0.931517508007697,0.654335959329988,"medium"
20,0.0160687893297497,0.179261516907952,0.0845708524501645,0.988897503691155,6.94689341867199e-07,0.963316471171751,0.688524601911183,"medium"
20,1.96497548294415e-05,0.0632749245299964,0.00183933288977865,0.0244782598969805,6.44957262239725e-09,0.948751441135421,0.700567346423573,"medium"
20,0.0171083885663932,0.179229731050396,0.855614929852125,0.223793705799786,1.82647406921888e-07,0.958414345536186,0.875722941402336,"medium"
20,0.00116465006801212,0.011707414639117,0.690478848324237,0.948142473150988,7.82083659775423e-07,0.976246898276202,0.78791001206381,"medium"
20,0.141531167067882,0.0814774616328176,0.756499168157899,0.902228871882717,3.40661427243506e-06,0.97198471599071,0.683069224478156,"medium"
20,0.533361152497581,0.406834081637531,0.00171374102845481,0.548146742305779,2.27191839351501e-07,0.934054277958525,0.534769832931305,"medium"
20,0.000464684980438686,0.0540795228582116,0.433995490245506,0.61189310620705,2.74508328077413e-07,0.921439936756472,0.836293745875466,"medium"
20,0.00210226135444418,0.00104592827141925,0.308819873199148,0.571643489667919,1.30893114595914e-07,0.941679174630757,0.740923811689344,"medium"
20,0.274474133338262,0.523178843442857,0.00190112535531512,0.745956603815024,1.44775006573008e-07,0.934817339849147,0.651428003856534,"medium"
20,0.391148264477704,0.233767010720842,0.00200075646710293,0.619488034348457,1.06759399343858e-06,0.930943694386063,0.558463795032952,"medium"
20,0.000152810918904395,0.00834239783244519,0.605159082700386,0.953896877931915,1.40424527522274e-09,0.962599715174149,0.774981492275262,"medium"
20,0.105901892718688,0.0595782350734145,0.881540535551993,0.0668433368865001,1.27274334058311e-10,0.928421609405891,0.660107332057044,"medium"
20,0.000192652776798841,0.0131466967939523,0.0388193507435905,0.228848120393947,3.03027712276992e-05,0.959152296539239,0.577402135355212,"medium"
20,0.0619457156880762,0.000585675676816219,0.899252426151658,0.0619634931060418,1.20017731893611e-07,0.989799255391266,0.701882846334332,"medium"
20,0.0272835094071917,0.105791065260054,0.382469692394914,0.259716040846033,3.57498560973841e-07,0.914034168375654,0.579126312784992,"medium"
20,0.0108794685665263,0.00485706352935634,0.565145488165535,0.148816749855731,1.09633601183661e-05,0.974418583779821,0.729745108460028,"medium"
20,0.00332819633362866,0.160060052511293,0.000404148087046405,0.866948166995836,4.22429140053339e-08,0.947956956473549,0.671867555346684,"medium"
20,0.0129278592219094,0.0745018994991672,0.183810977752646,0.847845376778944,5.03316344397837e-05,0.959942154366625,0.746585575915853,"medium"
20,0.100384074452823,0.0417757911951756,0.0551797824556752,0.230205639358057,0.000141285230194688,0.951001750645244,0.701560600215695,"medium"
20,0.0255356208102717,0.04643218694735,0.277052603134465,0.0389627577279059,5.78222527495088e-09,0.967409661336346,0.726285472158189,"medium"
20,0.0142139837207196,0.0537616336900638,0.653150916619918,0.182102116733576,2.33955924541434e-06,0.952104109402306,0.785893165766663,"medium"
20,0.0354132119181955,0.307402847858723,0.0669347869035791,0.0637200438923521,1.98287078140993e-07,0.954335021844182,0.516391772302919,"medium"
20,0.0459642249698558,0.0240606812474889,0.191360794637847,0.102063572277614,1.98880710678049e-08,0.95942855762378,0.7953353304443,"medium"
20,0.526729239177478,0.242254768517044,0.0151232249035001,0.0337582440279504,7.30361329999833e-06,0.969079233338971,0.747021723883181,"medium"
20,0.153931604384897,0.0145887341654415,0.947407050106223,0.017751731594846,0.000167421430746502,0.949772977592366,0.658554117827959,"medium"
20,0.0899648681758173,0.000413372487742148,0.752439120158939,0.0107192041414592,7.30001186837015e-08,0.943382216808437,0.79090242175906,"medium"
20,0.000748688109892939,0.00233232656576299,0.196023023728482,0.094834257902963,6.85471054164519e-06,0.956195492283056,0.672351024977746,"medium"
20,0.020150338246851,0.299773732689324,0.82835450731331,0.977061121281634,0.000119082839544758,0.939661757797052,0.653973509787515,"medium"
20,0.1064811533912,0.0108306416587907,0.00562405491813545,0.000207624806495239,1.15733788481663e-07,0.950406309198072,0.593147751747895,"medium"
20,0.175259435033786,0.0836752419575279,0.306762736495324,0.193916306596299,3.15610839271473e-06,0.964608090940367,0.763309739095326,"medium"
20,0.0901026264679158,0.0334852746609417,0.788321838191146,0.173744521128248,1.19484548003226e-06,0.930480503801106,0.588871713342191,"medium"
20,0.0336445917712127,0.00581543990510665,0.227787331248553,0.366154811900866,9.29498952806893e-08,0.933347333455361,0.76258793968124,"medium"
20,0.0940799714648302,0.0247645856186065,0.646183096470196,0.011012082258952,1.50613762926175e-08,0.96162270959748,0.731378251741962,"medium"
20,9.67495445131883e-05,0.00126247375766337,0.321009116079882,0.283203008589685,6.29403018138446e-11,0.908852657632528,0.617584747739974,"medium"
20,0.0041172034986523,0.700732638562088,0.0142672224986776,3.34549934769131e-05,2.2702503012732e-11,0.902595418223684,0.777236652468252,"medium"
20,0.0227072615398391,0.150855570382446,0.11217524487793,0.0522883251432885,2.1223017707085e-06,0.963777298865177,0.756334526619914,"medium"
20,0.0232943126087351,0.00784615237212119,0.989649272771898,0.895402648352195,1.45127456669178e-10,0.938421529662899,0.561893203996861,"medium"
20,0.0287419708657182,0.273473934359174,0.240413941966401,0.00393221052032028,1.05502422639072e-07,0.957422603642465,0.434887465295986,"medium"
20,0.0338312456037695,0.025463948353778,0.0142261686703858,0.673118359109181,4.64298893915672e-08,0.934785683772617,0.67465755003962,"medium"
20,0.286371658195085,0.00136637427513937,0.920963052544973,0.316113557427124,3.35483370380016e-05,0.964145442135947,0.587219161226483,"medium"
20,0.160127807301965,0.0503826530151668,0.118594295153762,0.00081317962422993,9.58243615247187e-07,0.947219683483543,0.718887386193539,"medium"
20,0.0201646332720205,0.0804702894712769,0.0557481724690269,0.828853516829002,1.62390646954282e-07,0.94714943765061,0.661081093899835,"medium"
20,0.0309361767397649,0.106507312939207,0.259915630625062,0.804382941665448,7.36981078616179e-09,0.948196873067944,0.776295141517682,"medium"
20,0.0791538347616632,0.283667730021485,0.0425400745563142,0.0431769966862325,1.10024744313395e-07,0.939868405718319,0.715074980184547,"medium"
20,0.00064113550384483,0.96239067617573,0.000755278411271835,0.5665791035391,7.21797311232737e-07,0.973010466004414,0.592779577656102,"medium"
20,0.0339720498773533,0.169135851122473,0.0254374605758941,0.428510494624672,3.62766633887191e-08,0.953818056179726,0.731789948985415,"medium"
20,0.0307098907586048,0.0100420062623883,0.304546363374388,0.00505106972580109,2.76643313593265e-06,0.955483078862037,0.651263237055152,"medium"
20,0.00803830803630061,0.00786715284100822,0.513241207825401,0.926667422033183,2.15711739641735e-06,0.942324566555756,0.666149069897484,"medium"
20,0.00685864103666669,0.0478425393959672,0.00851994626569657,0.00220445254834725,5.29692055901821e-09,0.961303143887019,0.603683352725988,"medium"
20,0.124599970525145,0.432833809625968,0.319841458952383,0.394366396239128,8.68455706168787e-07,0.93588012496623,0.672294859333379,"medium"
20,0.224427898272279,0.0395730704794777,0.18624391050779,0.320898248383049,1.00971435538836e-05,0.936479384984274,0.676299848663836,"medium"
20,0.0104692889022547,0.017317573726753,0.0954302576884517,0.0048159926417403,1.5960505804001e-08,0.966606115602999,0.80802540708976,"medium"
20,0.00101992055482333,0.643399230539412,0.0789989681224376,0.128441328347283,3.27816695169658e-05,0.954989047565196,0.5984973004385,"medium"
20,0.00250846806365541,0.228086004025467,0.387236865765604,0.106951455958586,1.10845727714518e-07,0.935681575515565,0.799680510802708,"medium"
20,0.982457693829687,0.0952925069860358,0.191562237729666,0.0702004629085004,3.86005356749008e-05,0.939064222278405,0.807821981607212,"medium"
20,0.0219472327402925,0.00238192325477695,0.0141916602848669,0.0565978277499807,2.37747808222895e-08,0.95500027379754,0.688739438613293,"medium"
20,0.000955990497029373,5.87179983891632e-05,0.965003212628652,0.335434209268283,2.7433941962219e-08,0.950575242641584,0.5864770754259,"medium"
20,0.47686468788652,0.0268640191237893,0.425585067329869,0.296525895315394,2.02744786577909e-08,0.939991471161804,0.66570068303514,"medium"
20,0.0443793048182306,0.00136029759533222,0.557803341341547,0.259050088266773,4.65636584516603e-08,0.939109018587715,0.767279089810571,"medium"
20,0.303011732994504,0.00667509288372669,0.542822242345198,0.70532690042305,2.31658498765378e-06,0.967907228902987,0.712400099171818,"medium"
20,0.0494426021344464,0.162979390603762,0.0819889625176301,0.0809401122973359,2.5285720258786e-08,0.933526790058187,0.495169094851054,"medium"
20,0.654635233994121,0.00237084517620532,0.2697164003944,0.742720750277014,5.10384407245675e-08,0.942001153697079,0.775236601234578,"medium"
20,0.000179908060707577,2.68301770866077e-05,0.628876637058255,0.00049611127245773,7.50401922538413e-06,0.98002821806221,0.75786485092439,"medium"
20,0.713459527632597,0.036778813828626,0.0279606960013829,0.0834384429551339,5.66590563020631e-07,0.981770266008083,0.633002207774652,"medium"
20,0.786449811372912,0.0207144045022642,0.102451596383474,0.49823438371894,3.83202461657498e-06,0.968376279011737,0.644764958866723,"medium"
20,0.599609716855547,4.71995799359879e-06,0.42065591715766,0.0855453572949749,2.56934566389702e-07,0.94565207618489,0.66891263830847,"medium"
20,0.143104329724536,0.536372775198932,0.0506995536719812,0.126388568160571,4.39966647688807e-07,0.971254883935722,0.773944080859485,"medium"
20,0.43123478633298,0.000251593202607772,0.345058732838243,0.405796510070827,2.34178548006742e-07,0.925709085788858,0.622587965752832,"medium"
20,0.375711055587404,0.815363795385048,0.0671091552592814,0.702456820851335,8.59902726678197e-05,0.940023845797967,0.709907278101878,"medium"
20,2.64646248566792e-05,0.0064153041845352,0.152650777235979,0.084397300138516,5.38743265413756e-07,0.931117136308552,0.61065573832147,"medium"
20,0.0669584961283937,0.000385880010493845,0.42185754690352,0.807860003638941,1.91963591588583e-07,0.944861847609656,0.536527395359174,"medium"
20,0.0393765436736773,0.0278238598275514,0.927785014035525,0.0131261222827823,1.30441426109246e-05,0.950377763811669,0.718697123525647,"medium"
20,0.0166034512845482,0.235596743094068,0.0529616106372477,0.0248468153353334,3.44977772235253e-08,0.958933622246551,0.684440559370009,"medium"
20,0.346676362581458,0.206305871828919,0.0323920882738638,0.072907035457226,5.20346150027551e-07,0.955151816042096,0.650511838617905,"medium"
20,0.00857314742884531,0.0796395136734095,0.047924218938126,0.36965256749796,1.8653046787172e-06,0.937902190927858,0.699931708026073,"medium"
20,0.0113190664763,3.66353082480969e-05,0.583795247604216,0.625299021179667,6.84025902865934e-06,0.951749106334392,0.441634776533883,"medium"
20,0.00160166450357367,0.0102628846092874,0.116156700557023,0.0341085763435154,2.29596368839187e-09,0.962202063902449,0.641462779524742,"medium"
20,0.225592330261128,0.0701730866976181,0.00712833906070789,0.661246778142009,8.11364251036166e-09,0.954457663372836,0.565669160510749,"medium"
20,0.062472275316816,0.0121236491076276,0.0313878350203071,0.0552619648166464,6.89757475511289e-06,0.927030060068334,0.582723280164648,"medium"
20,0.0437535041285607,0.000259174314318274,0.90460714278103,0.726839608811586,4.30714370873836e-06,0.964536960167791,0.602510460349627,"medium"
20,6.48765947756923e-05,2.85908409114056e-08,0.088982222763835,0.0240737481209129,4.8144858012775e-08,0.959257826488939,0.663404757679204,"medium"
20,0.752462856492312,0.0586499031192901,0.00581262372333951,0.000149812515210064,4.48626294018974e-08,0.947827507836734,0.77106390522121,"medium"
20,7.49739997110137e-05,0.0338459002381439,0.157477808176658,0.0282459495836243,1.0745430023174e-07,0.953389293321027,0.644151764731475,"medium"
20,0.0120485614346684,0.000141638822381727,0.406656159782832,0.20927072740986,7.18990530692549e-11,0.969877621887632,0.71058106559994,"medium"
20,0.00276974649512262,0.000467904667019025,0.623885425524119,0.254893371537457,4.36870666056543e-09,0.955617686828799,0.732261294477508,"medium"
20,0.0306864030107089,2.23779913443592e-05,0.484998119886502,0.000307099250655371,1.96496393829231e-07,0.931461432487477,0.672811994856807,"medium"
20,0.011011120544814,0.0407807836545813,0.00400368424944654,0.0143580318508194,1.31234702430108e-05,0.952011132327429,0.581283312117807,"medium"
20,0.990981913759667,0.0122631053454368,0.0632967649194644,0.131235711605851,2.59721668391854e-06,0.938428817029731,0.674912006106666,"medium"
20,0.00262154183870025,0.0175297391717289,0.112327150208617,0.00657076763603138,4.07621936799948e-06,0.956164706368185,0.732799653885172,"medium"
20,0.0408869640351829,0.612009662703339,0.326486784551301,0.0586053303361276,2.40828143217683e-06,0.940047507799952,0.738313857099648,"medium"
20,0.151216389731389,0.544872060891548,0.0155311127285349,0.0123499505286237,0.000184843499033995,0.949971601241568,0.749021528254343,"medium"
20,0.0562138650721733,0.0505052052407454,0.14207744748648,0.248566828074513,1.11607884461855e-08,0.978189882413431,0.631321980571738,"medium"
20,0.0968801683395874,0.00135671809201251,0.966791853210369,0.395333212352183,0.000124655538997814,0.931186232782127,0.844466274099335,"medium"
20,0.0101222863120636,0.803482938811392,0.00689032761182451,0.712127326600796,8.17517953363802e-09,0.933624474174392,0.573090140219438,"medium"
20,0.00794806854832868,0.0617258101137311,0.11778922651797,0.280532567120973,3.12112955765832e-08,0.959157261654756,0.691224271112203,"medium"
20,0.0352473805643128,0.00463262686357623,0.980784099641726,0.216960892750256,8.08430205347241e-09,0.961168909676587,0.75993378434236,"medium"
20,0.0351721399823555,0.0328866703421165,0.482032900062072,0.363062835738776,2.58255271914247e-06,0.976469371198337,0.530407429876388,"medium"
20,0.0433660875211029,0.0442811581864599,0.825880771148536,0.0271104728189202,3.91976643848391e-07,0.971987490531982,0.579525986543446,"medium"
20,0.0188768060947005,0.767245827189283,6.41064406962922e-05,0.651539277718283,3.62602816006971e-05,0.949284616413573,0.632139399902484,"medium"
20,0.285733292869047,0.26883642261919,0.00530396180075111,0.00055875600331735,3.03458503233902e-07,0.95270415102845,0.421537938809426,"medium"
20,0.0116399869773286,0.0230390030184751,0.629269944365904,0.00789046590355544,3.3496956187804e-06,0.970267447623491,0.678184281982743,"medium"
20,0.178325258752479,0.660836092298863,0.0548351665534779,0.557537723111313,2.51001796642276e-08,0.954539310205175,0.675129534640599,"medium"
20,0.00407375666548457,0.000216239961886574,0.366876326523238,0.0249351926858941,7.01433208629443e-05,0.977405865853629,0.53538549888548,"medium"
20,0.0034710056627468,0.00185492790065777,0.522507639490285,0.0501489577515247,2.28190981124856e-07,0.971273116174093,0.572305595359763,"medium"
20,0.00715401075117154,0.0204760563189269,0.000149032677643248,0.0171319214552979,9.02461675580515e-07,0.955215825935896,0.662943508194437,"medium"
20,0.00532838075407033,0.558126787889578,0.125264523318514,0.218673052381743,3.07637831914072e-06,0.954137799221455,0.657268839282581,"medium"
